300,0
300.244,0
300.489,0
300.733,0
300.977,0
301.221,0
301.466,0
301.71,0
301.954,0
302.198,0
302.443,0
302.687,0
302.931,0
303.175,0
303.42,0
303.664,0
303.908,0
304.152,0
304.397,0
304.641,0
304.885,0
305.129,0
305.374,0
305.618,0
305.862,0
306.106,0
306.351,0
306.595,0
306.839,0
307.084,0
307.328,0
307.572,0
307.816,0
308.061,0
308.305,0
308.549,0
308.793,0
309.038,0
309.282,0
309.526,0
309.77,0
310.015,0
310.259,0
310.503,0
310.747,0
310.992,0
311.236,0
311.48,0
311.724,0
311.969,0
312.213,0
312.457,0
312.702,0
312.946,0
313.19,0
313.434,0
313.679,0
313.923,0
314.167,0
314.411,0
314.656,0
314.9,0
315.144,0
315.388,0
315.633,0
315.877,0
316.121,0
316.365,0
316.61,0
316.854,0
317.098,0
317.342,0
317.587,0
317.831,0
318.075,0
318.319,0
318.564,0
318.808,0
319.052,0
319.297,0
319.541,0
319.785,0
320.029,0
320.274,0
320.518,0
320.762,0
321.006,0
321.251,0
321.495,0
321.739,0
321.983,0
322.228,0
322.472,0
322.716,0
322.96,0
323.205,0
323.449,0
323.693,0
323.937,0
324.182,0
324.426,0
324.67,0
324.915,0
325.159,0
325.403,0
325.647,0
325.892,0
326.136,0
326.38,0
326.624,0
326.869,0
327.113,0
327.357,0
327.601,0
327.846,0
328.09,0
328.334,0
328.578,0
328.823,0
329.067,0
329.311,0
329.555,0
329.8,0
330.044,0
330.288,0
330.532,0
330.777,0
331.021,0
331.265,0
331.51,0
331.754,0
331.998,0
332.242,0
332.487,0
332.731,0
332.975,0
333.219,0
333.464,0
333.708,0
333.952,0
334.196,0
334.441,0
334.685,0
334.929,0
335.173,0
335.418,0
335.662,0
335.906,0
336.15,0
336.395,0
336.639,0
336.883,0
337.128,0
337.372,0
337.616,0
337.86,0
338.105,0
338.349,0
338.593,0
338.837,0
339.082,0
339.326,0
339.57,0
339.814,0
340.059,0
340.303,0
340.547,0
340.791,0
341.036,0
341.28,0
341.524,0
341.768,0
342.013,0
342.257,0
342.501,0
342.745,0
342.99,0
343.234,0
343.478,0
343.723,0
343.967,0
344.211,0
344.455,0
344.7,0
344.944,0
345.188,0
345.432,0
345.677,0
345.921,0
346.165,0
346.409,0
346.654,0
346.898,0
347.142,0
347.386,0
347.631,0
347.875,0
348.119,0
348.363,0
348.608,0
348.852,0
349.096,0
349.34,0
349.585,0
349.829,0
350.073,0.001
350.318,0.001
350.562,0.001
350.806,0.001
351.05,0.001
351.295,0.001
351.539,0.001
351.783,0.001
352.027,0.001
352.272,0.001
352.516,0.001
352.76,0.001
353.004,0.001
353.249,0.001
353.493,0.001
353.737,0.001
353.981,0.001
354.226,0.001
354.47,0.001
354.714,0.001
354.958,0.001
355.203,0.001
355.447,0.001
355.691,0.001
355.936,0.001
356.18,0.001
356.424,0.001
356.668,0.001
356.913,0.001
357.157,0.001
357.401,0.001
357.645,0.001
357.89,0.001
358.134,0.001
358.378,0.001
358.622,0.002
358.867,0.002
359.111,0.002
359.355,0.002
359.599,0.002
359.844,0.002
360.088,0.002
360.332,0.002
360.576,0.002
360.821,0.002
361.065,0.002
361.309,0.002
361.553,0.002
361.798,0.002
362.042,0.002
362.286,0.002
362.531,0.003
362.775,0.003
363.019,0.003
363.263,0.003
363.508,0.003
363.752,0.003
363.996,0.003
364.24,0.003
364.485,0.003
364.729,0.003
364.973,0.003
365.217,0.004
365.462,0.004
365.706,0.004
365.95,0.004
366.194,0.004
366.439,0.004
366.683,0.004
366.927,0.004
367.171,0.004
367.416,0.005
367.66,0.005
367.904,0.005
368.149,0.005
368.393,0.005
368.637,0.005
368.881,0.006
369.126,0.006
369.37,0.006
369.614,0.006
369.858,0.006
370.103,0.006
370.347,0.007
370.591,0.007
370.835,0.007
371.08,0.007
371.324,0.007
371.568,0.008
371.812,0.008
372.057,0.008
372.301,0.008
372.545,0.009
372.789,0.009
373.034,0.009
373.278,0.009
373.522,0.01
373.766,0.01
374.011,0.01
374.255,0.01
374.499,0.011
374.744,0.011
374.988,0.011
375.232,0.012
375.476,0.012
375.721,0.012
375.965,0.013
376.209,0.013
376.453,0.013
376.698,0.014
376.942,0.014
377.186,0.014
377.43,0.015
377.675,0.015
377.919,0.016
378.163,0.016
378.407,0.017
378.652,0.017
378.896,0.017
379.14,0.018
379.384,0.018
379.629,0.019
379.873,0.019
380.117,0.02
380.362,0.02
380.606,0.021
380.85,0.022
381.094,0.022
381.339,0.023
381.583,0.023
381.827,0.024
382.071,0.025
382.316,0.025
382.56,0.026
382.804,0.027
383.048,0.027
383.293,0.028
383.537,0.029
383.781,0.029
384.025,0.03
384.27,0.031
384.514,0.032
384.758,0.032
385.002,0.033
385.247,0.034
385.491,0.035
385.735,0.036
385.979,0.037
386.224,0.038
386.468,0.038
386.712,0.039
386.957,0.04
387.201,0.041
387.445,0.042
387.689,0.043
387.934,0.044
388.178,0.045
388.422,0.047
388.666,0.048
388.911,0.049
389.155,0.05
389.399,0.051
389.643,0.052
389.888,0.054
390.132,0.055
390.376,0.056
390.62,0.057
390.865,0.059
391.109,0.06
391.353,0.061
391.597,0.063
391.842,0.064
392.086,0.066
392.33,0.067
392.574,0.069
392.819,0.07
393.063,0.072
393.307,0.073
393.552,0.075
393.796,0.076
394.04,0.078
394.284,0.08
394.529,0.082
394.773,0.083
395.017,0.085
395.261,0.087
395.506,0.089
395.75,0.091
395.994,0.093
396.238,0.094
396.483,0.096
396.727,0.098
396.971,0.1
397.215,0.103
397.46,0.105
397.704,0.107
397.948,0.109
398.192,0.111
398.437,0.113
398.681,0.116
398.925,0.118
399.17,0.12
399.414,0.123
399.658,0.125
399.902,0.127
400.147,0.13
400.391,0.132
400.635,0.135
400.879,0.138
401.124,0.14
401.368,0.143
401.612,0.146
401.856,0.148
402.101,0.151
402.345,0.154
402.589,0.157
402.833,0.16
403.078,0.163
403.322,0.166
403.566,0.169
403.81,0.172
404.055,0.175
404.299,0.178
404.543,0.181
404.787,0.184
405.032,0.187
405.276,0.191
405.52,0.194
405.765,0.197
406.009,0.201
406.253,0.204
406.497,0.208
406.742,0.211
406.986,0.215
407.23,0.218
407.474,0.222
407.719,0.226
407.963,0.23
408.207,0.233
408.451,0.237
408.696,0.241
408.94,0.245
409.184,0.249
409.428,0.253
409.673,0.257
409.917,0.261
410.161,0.265
410.405,0.269
410.65,0.273
410.894,0.277
411.138,0.282
411.383,0.286
411.627,0.29
411.871,0.294
412.115,0.299
412.36,0.303
412.604,0.308
412.848,0.312
413.092,0.317
413.337,0.321
413.581,0.326
413.825,0.331
414.069,0.335
414.314,0.34
414.558,0.345
414.802,0.35
415.046,0.354
415.291,0.359
415.535,0.364
415.779,0.369
416.023,0.374
416.268,0.379
416.512,0.384
416.756,0.389
417,0.394
417.245,0.399
417.489,0.404
417.733,0.409
417.978,0.415
418.222,0.42
418.466,0.425
418.71,0.43
418.955,0.436
419.199,0.441
419.443,0.446
419.687,0.452
419.932,0.457
420.176,0.462
420.42,0.468
420.664,0.473
420.909,0.479
421.153,0.484
421.397,0.49
421.641,0.495
421.886,0.501
422.13,0.506
422.374,0.512
422.618,0.517
422.863,0.523
423.107,0.529
423.351,0.534
423.596,0.54
423.84,0.545
424.084,0.551
424.328,0.557
424.573,0.562
424.817,0.568
425.061,0.574
425.305,0.579
425.55,0.585
425.794,0.591
426.038,0.596
426.282,0.602
426.527,0.608
426.771,0.613
427.015,0.619
427.259,0.625
427.504,0.63
427.748,0.636
427.992,0.641
428.236,0.647
428.481,0.653
428.725,0.658
428.969,0.664
429.213,0.669
429.458,0.675
429.702,0.68
429.946,0.686
430.191,0.692
430.435,0.697
430.679,0.702
430.923,0.708
431.168,0.713
431.412,0.719
431.656,0.724
431.9,0.729
432.145,0.735
432.389,0.74
432.633,0.745
432.877,0.75
433.122,0.756
433.366,0.761
433.61,0.766
433.854,0.771
434.099,0.776
434.343,0.781
434.587,0.786
434.831,0.791
435.076,0.796
435.32,0.801
435.564,0.806
435.809,0.81
436.053,0.815
436.297,0.82
436.541,0.824
436.786,0.829
437.03,0.833
437.274,0.838
437.518,0.842
437.763,0.847
438.007,0.851
438.251,0.855
438.495,0.859
438.74,0.864
438.984,0.868
439.228,0.872
439.472,0.876
439.717,0.88
439.961,0.884
440.205,0.887
440.449,0.891
440.694,0.895
440.938,0.898
441.182,0.902
441.426,0.905
441.671,0.909
441.915,0.912
442.159,0.915
442.404,0.919
442.648,0.922
442.892,0.925
443.136,0.928
443.381,0.931
443.625,0.934
443.869,0.936
444.113,0.939
444.358,0.942
444.602,0.944
444.846,0.947
445.09,0.949
445.335,0.952
445.579,0.954
445.823,0.956
446.067,0.958
446.312,0.96
446.556,0.962
446.8,0.964
447.044,0.966
447.289,0.967
447.533,0.969
447.777,0.971
448.021,0.972
448.266,0.974
448.51,0.975
448.754,0.976
448.999,0.977
449.243,0.978
449.487,0.979
449.731,0.98
449.976,0.981
450.22,0.982
450.464,0.983
450.708,0.983
450.953,0.984
